0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
11.223559322,11.2546666667,11.2335,11.2324561404,11.2796551724,11.295,11.283559322,11.3010169492,11.3215,11.3411666667,11.3573333333,11.387,11.38,11.3723728814,11.37,11.3721052632,11.3733333333,11.359122807,11.3490909091,11.3411320755,11.3315686275,11.3442857143,11.3452727273,11.3623076923,11.3262711864,11.302962963,11.3135416667,11.3109433962,11.3068888889,11.3097959184,11.3181395349,11.3136538462,11.3066666667,11.2914893617,11.3036734694,11.3143181818,11.3082222222,11.3126666667,11.3157777778,11.3135897436,11.31,11.3139130435,11.3286666667,11.3488,11.3682352941,11.3825454545,11.4303333333,11.4608474576,11.4698333333,11.4479310345,11.4464814815,11.4639655172,11.4923333333,11.5157627119,11.5206779661,11.5079661017,11.4896428571,11.4951785714,11.5059649123,11.5591666667,11.566,11.6108474576,11.5789473684,11.5767241379,11.5412068966,11.5544067797,11.536,11.5494545455,11.5383928571,11.5245614035,11.5598245614,11.5678947368,11.5933898305,11.5901724138,11.6144067797,11.60375,11.6065,11.6521666667,11.6483050847,11.6631666667,11.69,11.72
22.8001694915,22.8001754386,22.7406666667,22.8074137931,22.8706896552,22.9485,22.9544827586,22.9451785714,22.9569642857,22.9551724138,22.9181818182,22.8998181818,22.9046938776,22.8776785714,22.8292857143,22.8501851852,22.8941071429,22.8916666667,22.903,22.9314285714,22.9408928571,22.9613559322,22.9266666667,22.9268518519,22.9248780488,22.91125,22.892,22.8886,22.8776923077,22.8890384615,22.8941509434,22.8972727273,22.8955555556,22.8960377358,22.9031578947,22.9104166667,22.9073214286,22.9092307692,22.9062,22.8839215686,22.88,22.865,22.8725490196,22.8805555556,22.9398275862,22.9567272727,22.9525,22.9490566038,22.9638181818,22.9661818182,22.9769642857,22.9752631579,22.9467857143,22.9694339623,22.9809090909,22.9985964912,23.0211111111,23.0165454545,23.0028846154,22.9176363636,22.8954385965,22.8950909091,22.8931372549,22.895,22.8828571429,22.8555102041,22.84875,22.8557894737,22.8794230769,22.8729310345,22.8648076923,22.8906,22.8954545455,22.8959259259,22.9013793103,22.9526315789,22.9560784314,22.9585454545,22.96,22.9723728814,22.96,22.96
23.0446666667,23.0877777778,22.9575,22.9373333333,22.9306666667,22.9094736842,22.91,22.938,22.924,22.9258333333,22.927,22.8984615385,22.9283333333,22.92125,22.9130769231,22.9015384615,22.899,22.91,22.937,22.93,22.8890909091,22.8766666667,22.9122222222,22.9433333333,22.99,22.9545454545,22.925,22.942,22.8983333333,22.9566666667,22.9257142857,22.985,22.95,22.918,22.91,22.9716666667,22.9736363636,22.9516666667,22.92,22.8976470588,22.98,22.973,22.8982608696,22.9408333333,22.9854545455,22.9433333333,22.95,22.922,22.9557142857,22.95,22.93125,22.9457142857,22.919,22.91875,22.9457142857,22.936,22.9166666667,22.9333333333,22.923,22.924,22.915,22.93,22.92375,22.9314285714,22.924,22.91,22.895,22.9066666667,22.89,22.8844444444,22.8691666667,22.87,22.9085714286,22.9041666667,22.878125,22.8584,22.8581818182,22.8638461538,22.8626086957,22.9092857143,22.93,22.95
4.86571428571,4.86058823529,4.855625,4.86294117647,4.86352941176,4.865,4.86608695652,4.86375,4.86384615385,4.86894736842,4.86285714286,4.86416666667,4.865,4.86166666667,4.86307692308,4.8675,4.86363636364,4.86294117647,4.86,4.85692307692,4.85153846154,4.85666666667,4.85545454545,4.85722222222,4.86055555556,4.86166666667,4.85428571429,4.85727272727,4.85714285714,4.857,4.854,4.85846153846,4.86,4.86333333333,4.8625,4.86428571429,4.86125,4.86,4.8625,4.864,4.86,4.86444444444,4.865,4.86666666667,4.86625,4.874,4.87454545455,4.8775,4.87285714286,4.8775,4.87923076923,4.88722222222,4.88647058824,4.88692307692,4.88714285714,4.886875,4.87733333333,4.87571428571,4.87444444444,4.87333333333,4.87285714286,4.86733333333,4.86357142857,4.86214285714,4.85857142857,4.85941176471,4.86428571429,4.85842105263,4.853125,4.85416666667,4.855,4.85307692308,4.85266666667,4.86,4.86136363636,4.85576923077,4.86,4.86214285714,4.864,4.86588235294,4.87,4.86
8.39604651163,8.38970588235,8.37828571429,8.3984375,8.40548387097,8.414,8.40838709677,8.40285714286,8.40525,8.40129032258,8.39529411765,8.4035,8.40305555556,8.40380952381,8.40041666667,8.385625,8.39458333333,8.392,8.3940625,8.40484848485,8.40325,8.40464285714,8.41628571429,8.40457142857,8.40131578947,8.39607142857,8.38967741935,8.39,8.41257142857,8.41076923077,8.41840909091,8.42756097561,8.42777777778,8.429375,8.42921052632,8.43854166667,8.43046511628,8.45090909091,8.4565,8.45948717949,8.46,8.4847826087,8.48333333333,8.4775,8.47895833333,8.48369565217,8.48727272727,8.4858490566,8.48586956522,8.4868,8.4828,8.483125,8.47681818182,8.47465116279,8.47555555556,8.47319148936,8.469375,8.46238095238,8.46066666667,8.45977777778,8.45627906977,8.4578,8.4616,8.4652,8.45872727273,8.45361702128,8.45208333333,8.45333333333,8.45176470588,8.44888888889,8.50183673469,8.56593220339,8.58576271186,8.59627118644,8.59509090909,8.63706896552,8.63775862069,8.64775862069,8.67542372881,8.69816666667,8.73,8.77
15.5735714286,15.5866666667,15.45,15.4654545455,15.5375,15.546,15.5672727273,15.5433333333,15.5233333333,15.55,15.52,15.52625,15.5214285714,15.4933333333,15.4875,15.49,15.4644444444,15.448,15.4566666667,15.458,15.466,15.4846153846,15.525,15.544,15.52,15.485,15.492,15.495,15.49,15.5025,15.5,15.552,15.5771428571,15.60875,15.61,15.6444444444,15.67,15.6475,15.725,15.7527272727,15.71,15.7166666667,15.7,15.684,15.69,15.6922222222,15.68,15.68,15.6733333333,15.6625,15.6514285714,15.6433333333,15.632,15.63,15.63,15.63375,15.632,15.64,15.655,15.63,15.6309090909,15.6157142857,15.5516666667,15.6125,15.657,15.6433333333,15.6275,15.5866666667,15.56,15.58,15.5933333333,15.6,15.6425,15.6425,15.646,15.6573333333,15.6516666667,15.6577777778,15.6573333333,15.655,15.65,15.65
7.98451612903,8.0256097561,7.99714285714,8.00708333333,8.00411764706,7.9975,7.987,7.992,7.98476190476,7.96814814815,7.98,7.984,7.97866666667,7.9935,7.9908,7.98625,7.9825,7.98647058824,7.99125,7.98461538462,7.989375,7.98666666667,7.98636363636,7.97285714286,7.96733333333,7.96375,7.95857142857,7.98826086957,7.994,7.99884615385,7.99961538462,7.9965,7.99538461538,7.9947826087,7.99818181818,7.99961538462,8.00904761905,8.00333333333,8.00941176471,8.0137037037,8.02,8.02666666667,8.02695652174,8.03827586207,8.03608695652,8.0365,8.0359375,8.03,8.02142857143,8.01428571429,8.01866666667,8.02181818182,8.025,8.01791666667,8.02095238095,8.01896551724,8.01782608696,8.01869565217,8.01,8.01217391304,8.01192307692,8.01217391304,8.01379310345,8.01,8.00666666667,8.012,8.02083333333,8.026,8.025,8.02458333333,8.02411764706,8.02476190476,8.0525,8.04708333333,8.03576923077,8.0375,8.034375,8.04541666667,8.03913043478,8.03709677419,8.04,8.05
8.55829268293,8.58568627451,8.59361702128,8.60040816327,8.61211538462,8.64672413793,8.655,8.69017857143,8.7325,8.73929824561,8.74245614035,8.73086206897,8.72905660377,8.71509433962,8.7126,8.71956521739,8.73821428571,8.7337037037,8.73306122449,8.71272727273,8.71214285714,8.71319148936,8.7158974359,8.70847826087,8.69108695652,8.67,8.67214285714,8.6845,8.69647058824,8.71306122449,8.71195121951,8.6996969697,8.69114285714,8.69382352941,8.6965625,8.69903225806,8.70103448276,8.70225806452,8.70290322581,8.70766666667,8.71,8.71,8.71176470588,8.71764705882,8.722,8.73244444444,8.74085106383,8.72933333333,8.73555555556,8.73612244898,8.73404761905,8.72133333333,8.71441176471,8.709375,8.71472222222,8.71739130435,8.71538461538,8.72547619048,8.72422222222,8.72431818182,8.72485714286,8.72205128205,8.72,8.72305555556,8.71558139535,8.6975,8.702,8.70045454545,8.69,8.68382978723,8.67948717949,8.69238095238,8.70133333333,8.70441176471,8.70318181818,8.70096153846,8.69780487805,8.70479166667,8.71636363636,8.71571428571,8.71,8.72
5.03,5.03,5.02555555556,5.02833333333,5.0225,5.016,5.02111111111,5.0275,5.02454545455,5.020625,5.02,5.028,5.03333333333,5.03,5.03181818182,5.025,5.036,5.04,5.03166666667,5.03571428571,5.03333333333,5.03166666667,5.03125,5.031,5.03,5.02285714286,5.022,5.02875,5.02444444444,5.026,5.03,5.02857142857,5.02666666667,5.03,5.03285714286,5.03,5.03,5.03142857143,5.032,5.04,5.04,5.03875,5.03,5.032,5.03428571429,5.035,5.03285714286,5.03363636364,5.03,5.034,5.027,5.02777777778,5.02875,5.03285714286,5.03,5.0275,5.034,5.02916666667,5.03571428571,5.03785714286,5.043125,5.0475,5.05066666667,5.053125,5.06,5.05947368421,5.05833333333,5.055,5.04083333333,5.03375,5.03555555556,5.03,5.03045454545,5.03052631579,5.03083333333,5.033,5.038,5.03666666667,5.04375,5.04411764706,5.05,5.04
19.53,19.5101818182,19.4091071429,19.4145283019,19.4336734694,19.4420454545,19.4978947368,19.48775,19.4824324324,19.5165714286,19.486875,19.4753846154,19.5322857143,19.4976315789,19.4536363636,19.4714285714,19.4864705882,19.4866666667,19.4561111111,19.4526315789,19.5351282051,19.5112121212,19.55,19.6002173913,19.6012820513,19.5579411765,19.5633333333,19.5408333333,19.5559090909,19.5441666667,19.5429032258,19.5506666667,19.556969697,19.535625,19.5109375,19.5009756098,19.4835714286,19.5622,19.5931372549,19.602,19.62,19.6368888889,19.6519047619,19.6332432432,19.6108333333,19.6017241379,19.5779310345,19.582962963,19.5774074074,19.6024242424,19.645,19.6358536585,19.6208333333,19.6048571429,19.6027027027,19.6392682927,19.6315151515,19.6408823529,19.6381818182,19.635,19.626,19.6141935484,19.5962857143,19.593125,19.586,19.5610344828,19.5563636364,19.5391304348,19.5251428571,19.5397297297,19.564516129,19.6958823529,19.7585185185,19.8194642857,19.7964150943,19.8287719298,19.8118518519,19.8113461538,19.8201851852,19.8932758621,19.91,19.94
