the path define is in G:\stock\code\package_path_define
和邦生物			
南钢股份			
鹏起科技			
鹏起B股			
潞安环能			
驰宏锌锗			
四川长虹			
平煤股份			
华宇软件			
世纪星源			
中航光电			
福建高速			
亨通光电			
新城控股			
阳泉煤业			
士兰微			
顺丰控股			
光线传媒			
凤凰传媒			
宏发股份			
聚光科技			
光华科技			
上海凯宝			
亿阳信通			
上海贝岭			
片仔癀			
依顿电子			
维维股份			
安洁科技			
塔牌集团			
浪潮软件			
中源协和			
好莱客			
东风科技			
美康生物			
纽威股份			
浙江鼎力			
长江投资			
