1.3 0:1.3 1:39.766 2:38.779 3:35609699 4:1181100
1.3 0:1.3 1:42.236 2:39.234 3:107682589 4:3398500
1.3 0:1.3 1:41.85899999999999 2:40.365 3:37588004 4:1191100
1.3 0:1.3 1:40.884 2:39.65 3:13451124 4:436800
1.3 0:1.3 1:40.494 2:39.78 3:12888222 4:417600
1.3 0:1.3 1:40.039 2:39.026 3:6643901 4:218300
1.3 0:1.3 1:39.935 2:39.26 3:10682345 4:352200
1.3 0:1.3 1:39.779 2:39.078 3:10733287 4:354900
1.3 0:1.3 1:39.519 2:39.026 3:16142003 4:536400
1.3 0:1.3 1:40.13 2:39 3:17966942 4:592200
1.3 0:1.3 1:39.871 2:39 3:9345469 4:308400
1.3 0:1.3 1:39.91 2:39 3:10119612 4:334600
1.3 0:1.3 1:40.403 2:39.507 3:12358769 4:401900
1.3 0:1.3 1:40.286 2:39.663 3:5764766 4:187600
1.3 0:1.3 1:41.092 2:39.585 3:75295254 4:2414600
1.3 0:1.3 1:42.249 2:41.119 3:63168187 4:1970500
1.3 0:1.3 1:41.912 2:40.235 3:20153129 4:641500
1.3 0:1.3 1:41.6 2:40.625 3:25027569 4:787800
1.3 0:1.3 1:42.01600000000001 2:40.63800000000001 3:43792270 4:1374100
1.3 0:1.3 1:45.486 2:42.744 3:215677721 4:6358900
1.3 0:1.3 1:43.79600000000001 2:41.6 3:46736304 4:1416200
1.3 0:1.3 1:42.64 2:41.795 3:20045076 4:617900
1.3 0:1.3 1:43.224 2:41.73 3:25838599 4:785600
1.3 0:1.3 1:43.32899999999999 2:42.25 3:16248068 4:494600
1.3 0:1.3 1:43.147 2:42.38 3:14324308 4:434700
1.3 0:1.3 1:42.9 2:41.522 3:24617201 4:765300
1.3 0:1.3 1:43.407 2:41.05399999999999 3:37790686 4:1168700
1.3 0:1.3 1:43.485 2:42.12 3:15943950 4:486600
1.3 0:1.3 1:43.615 2:41.912 3:46990207 4:1416900
1.3 0:1.3 1:43.004 2:41.613 3:20792829 4:639900
1.3 0:1.3 1:42.9 2:41.34 3:36271949 4:1115300
1.3 0:1.3 1:44.356 2:43.056 3:67218506 4:1991800
1.3 0:1.3 1:44.161 2:43.29 3:19359907 4:574900
